keyframe,x,y,z
49808,-4.226459,-14.383198,3.7101402
49809,-4.50442,-14.736639,3.9701202
49810,-4.5381804,-14.43672,3.7822196
49811,-4.73546,-14.178761,3.69078
49812,-4.56728,-14.032297,3.3758395
49813,-4.795201,-14.692921,3.7135997
49814,-4.92158,-14.552801,3.6500795
49815,-4.688839,-14.775461,3.6071804
49816,-4.82494,-14.667559,3.68458
49817,-4.648919,-14.613122,3.56692
49818,-4.7269993,-14.336639,3.7286394
49819,-4.9049397,-14.7756,3.8588803
49820,-4.479499,-14.901559,4.17884
49821,-4.4969,-14.927682,4.41136
49822,-4.54782,-14.812698,4.09798
49823,-4.954839,-14.813099,3.8131597
49824,-4.711981,-14.887741,3.9608605
49825,-4.847641,-14.935122,3.8423398
49826,-4.7179403,-15.25406,3.9641805
49827,-4.5555,-15.080939,3.8656595
49828,-4.39872,-14.714439,4.02038
49829,-4.5086994,-14.929058,3.76726
49830,-4.19434,-14.827181,3.9951804
49831,-4.4761996,-15.246502,4.247639
49832,-4.2913795,-14.633,3.7707207
49833,-4.6582794,-14.83962,3.80968
49834,-4.2176995,-15.102798,3.9295397
49835,-4.3558598,-14.7637,3.8899996
49836,-4.470899,-15.062099,4.1302996
49837,-4.77828,-15.022943,3.7897594
49838,-4.78332,-15.038518,3.7449195
49839,-4.6021605,-15.00854,3.6337197
49840,-4.3242197,-14.864521,3.8227804
49841,-4.31426,-15.095718,3.7306392
49842,-4.69304,-14.67422,3.7681596
49843,-4.7346,-14.88308,3.7297597
49844,-4.52704,-15.294078,3.5139194
49845,-4.4563994,-15.015717,3.4650998
49846,-4.41616,-15.151579,3.66542
49847,-4.07946,-14.87206,3.7041404
49848,-4.60782,-15.133982,3.5272796
49849,-4.65614,-14.88468,3.6815999
49850,-4.6217794,-14.981661,3.57442
49851,-4.7816,-14.976521,3.6550002
49852,-4.8089805,-15.196901,3.6554997
49853,-4.49584,-15.04742,3.7161596
49854,-4.68774,-14.77214,3.7079406
49855,-4.50044,-14.9893,3.8976796
49856,-4.5900407,-14.61758,3.9047005
49857,-4.4521203,-15.290938,4.17954
49858,-4.197479,-14.808503,3.9143603
49859,-4.4346194,-14.645779,3.75082
49860,-4.3718405,-15.107262,3.9513202
49861,-4.502319,-14.86334,3.8044803
49862,-4.41288,-14.771022,4.1449003
49863,-4.1218405,-14.44492,3.955761
49864,-4.3383403,-14.408001,3.8683004
49865,-4.6119995,-14.598958,4.0260205
49866,-4.4853992,-15.059897,4.09356
49867,-4.5984397,-14.831441,3.7147002
49868,-4.23044,-14.84134,3.8538797
49869,-4.54804,-14.779002,3.7211604
49870,-4.3021197,-14.591122,3.8501198
49871,-4.4950995,-14.684821,3.7440398
49872,-4.0747995,-14.762019,3.89514
49873,-4.05296,-15.110422,3.9864192
49874,-4.34888,-15.159758,3.62804
49875,-4.30754,-15.052943,3.6615996
49876,-4.3760004,-15.191579,3.6930807
49877,-4.198099,-14.835241,3.7690997
49878,-4.36762,-15.023721,3.5800598
49879,-4.52698,-14.869978,3.4891796
49880,-4.37798,-14.961821,3.7155402
49881,-4.17966,-14.958862,3.5988202
49882,-4.53576,-14.879719,3.5903795
49883,-4.3932395,-14.8901,3.7497597
49884,-4.5732803,-15.25558,4.109441
49885,-4.45976,-15.30148,3.9849598
49886,-4.6465197,-15.165122,3.6836002
49887,-4.38876,-14.664378,3.99112
49888,-4.6919794,-14.786118,4.0333796
49889,-4.6763797,-15.0164585,3.9155798
49890,-4.31488,-14.958579,3.7296798
49891,-4.181201,-14.86864,4.06204
49892,-4.1928005,-14.908157,4.172519
49893,-4.312739,-15.176702,4.5472803
49894,-4.6417603,-15.030082,4.2723002
49895,-4.5703,-15.080742,4.2698197
49896,-4.59374,-14.7351,4.37174
49897,-4.5040193,-15.0445795,4.19494
49898,-4.5273204,-15.01792,3.98374
49899,-4.70792,-15.081601,3.8104603
49900,-4.681259,-15.189642,3.80224
49901,-4.9659796,-15.031279,3.9045196
49902,-4.474099,-14.960158,3.7653997
49903,-4.61202,-15.000878,3.9167209
49904,-4.38296,-15.202377,3.5828395
49905,-4.3045607,-15.113897,4.1452193
49906,-4.688299,-14.7475195,3.9626803
49907,-4.54248,-14.817339,4.036839
49908,-4.7132998,-15.3008175,4.2280793
49909,-4.903301,-15.026143,3.7298412
49910,-4.2320204,-15.23322,3.7628992
49911,-4.3799405,-15.203956,4.31196
49912,-4.4254594,-15.12644,3.9354804
49913,-4.2963605,-15.1372385,3.93528
49914,-4.8393393,-15.140342,4.1395597
49915,-4.4394803,-15.082159,3.91514
49916,-4.3098197,-14.93764,3.7626808
49917,-4.1429996,-15.05734,3.5185595
49918,-4.36702,-15.001881,3.7809198
49919,-4.4174,-15.160919,3.5760598
49920,-4.34258,-15.122001,3.8756998
49921,-4.7069597,-15.422499,3.986879
49922,-4.59904,-14.9323,3.9679394
49923,-4.4193597,-15.094459,3.9652593
49924,-4.478121,-15.250559,3.9594998
49925,-4.315941,-14.897838,3.7665799
49926,-4.7618003,-15.091742,3.7857196
49927,-4.28866,-15.17394,3.9431806
49928,-4.57854,-15.086639,3.9057999
49929,-4.4627404,-15.231898,4.1159396
49930,-4.60476,-15.22866,3.9054604
49931,-4.50658,-15.205639,3.78106
49932,-4.4738398,-14.630321,3.829881
49933,-4.78956,-15.384779,3.5935602
49934,-4.9799604,-14.909477,3.8609
49935,-4.84616,-15.340897,4.1626606
49936,-4.313319,-15.07218,4.1463804
49937,-4.4793,-15.159539,4.37042
49938,-4.4377604,-15.099018,4.26102
49939,-4.3447,-15.149699,4.47218
49940,-4.44244,-14.93564,3.8528402
49941,-4.64802,-15.222582,4.2163
49942,-4.4849596,-15.123282,3.9369795
49943,-4.60094,-15.162959,3.8016603
49944,-4.40016,-15.320801,4.0519996
49945,-4.53522,-15.12426,3.6706
49946,-4.17976,-15.44426,4.03434
49947,-4.40442,-15.443161,4.3011403
49948,-4.0472,-15.328239,4.12732
49949,-4.53318,-15.243819,4.05974
49950,-4.2816195,-15.156679,3.7690203
49951,-4.33472,-14.968639,3.80554
49952,-4.372279,-15.22258,4.0192404
49953,-4.476959,-14.774539,3.9962194
49954,-4.7659597,-15.077083,4.0216
49955,-4.7502604,-14.867159,3.5575812
49956,-4.5764594,-15.029284,3.7415795
49957,-4.3958797,-15.116078,4.1365404
49958,-4.4275002,-14.81036,3.8256
49959,-4.247679,-15.2404375,4.09176
49960,-4.5210195,-14.66764,4.21486
49961,-4.846259,-15.21886,3.9335995
49962,-4.4637203,-15.143121,3.9691603
49963,-4.4377203,-15.11936,3.8303397
49964,-4.5568004,-15.612341,3.8941808
49965,-4.205419,-15.443464,4.0401196
49966,-4.3841796,-14.596939,3.7291405
49967,-4.2126207,-14.83528,4.1483808
49968,-4.1507597,-15.042661,3.6817796
49969,-4.543,-14.670281,3.7289596
49970,-4.269399,-15.04136,4.017239
49971,-4.19606,-15.07218,4.2144
49972,-4.094319,-14.642319,3.9840999
49973,-4.388699,-15.23558,4.0960007
49974,-4.58102,-14.92148,4.24156
49975,-4.1505594,-14.934562,4.0860596
49976,-4.246559,-15.00404,4.090359
49977,-4.2266192,-14.864398,3.9401004
49978,-4.4512796,-14.987702,4.122219
49979,-4.3821597,-14.942739,3.961159
49980,-4.4714594,-14.640859,3.8978806
49981,-4.301739,-14.961082,4.018799
49982,-4.6842003,-14.87082,3.9249809
49983,-4.53518,-15.540258,4.07712
49984,-4.5510597,-15.294221,3.7878408
49985,-4.56888,-15.068879,3.73288
49986,-4.960339,-14.897198,3.8037405
49987,-4.431779,-14.861299,3.8667593
49988,-4.3687205,-15.154901,4.2575397
49989,-4.7056193,-14.908,4.1060395
49990,-4.26948,-15.053882,4.0487995
49991,-4.54594,-14.613836,4.0303802
49992,-4.3465796,-14.6097975,3.9438596
49993,-4.5790405,-14.842039,4.1205997
49994,-4.62952,-14.85066,3.9284198
49995,-4.6740003,-14.628679,4.0959206
49996,-4.6526,-14.871521,3.5722597
49997,-5.0319395,-14.82744,3.8735995
49998,-4.3741,-14.991778,4.0805
49999,-4.4528003,-14.9575205,3.9534798
